31,0.001875,0.0047681
32,0.00375,0.0051343
33,0.006875,0.0055335
34,0.005,0.0061614
35,0.00625,0.0066009
36,0.005,0.0071253
37,0.0075,0.0076952
38,0.0075,0.0083624
39,0.01125,0.0090564
40,0.006875,0.0097183
41,0.0125,0.010161
42,0.0125,0.010892
43,0.0125,0.011781
44,0.008125,0.012164
45,0.0125,0.012868
46,0.01625,0.01379
47,0.01375,0.014356
48,0.01625,0.014867
49,0.01375,0.015657
50,0.018125,0.016156
51,0.018125,0.017052
52,0.013125,0.017572
53,0.016875,0.018411
54,0.0125,0.018786
55,0.02625,0.019331
56,0.029375,0.019808
57,0.02125,0.020381
58,0.014375,0.021047
59,0.019375,0.021242
60,0.025,0.02133
61,0.021875,0.02176
62,0.020625,0.02184
63,0.02125,0.022019
64,0.019375,0.022607
65,0.024375,0.022483
66,0.020625,0.02245
67,0.025625,0.022558
68,0.023125,0.022187
69,0.013125,0.022101
70,0.023125,0.0219
71,0.024375,0.021499
72,0.01875,0.021047
73,0.02125,0.02064
74,0.021875,0.020272
75,0.0175,0.019787
76,0.018125,0.019203
77,0.02625,0.018525
78,0.015,0.017704
79,0.013125,0.017361
80,0.01875,0.016492
81,0.021875,0.015717
82,0.018125,0.014894
83,0.0125,0.013961
84,0.011875,0.01321
85,0.01125,0.012429
86,0.014375,0.011659
87,0.015,0.010806
88,0.010625,0.0098652
89,0.01,0.0091888
90,0.005625,0.0085051
91,0.006875,0.0078659
92,0.01,0.0071905
93,0.00625,0.0065347
94,0.004375,0.0058635
95,0.004375,0.0053008
96,0.004375,0.0047433
97,0.0025,0.0042758
98,0.005,0.0037349
99,0.003125,0.0031815
100,0.0025,0.0028288
101,0.00125,0.0024544
102,0.0025,0.0021969
103,0.00125,0.0017852
104,0.001875,0.0016342
105,0.00125,0.0013953
106,0.000625,0.0011388
107,0.0025,0.00098776
108,0.0025,0.00084192
109,0.00125,0.00065678
110,0.00125,0.00056576
111,0.000625,0.00046233
112,0,0.00038166
113,0,0.00029374
114,0,0.00027306
115,0,0.00022031
116,0,0.00018307
117,0,0.00012825
118,0,7.9641e-05
119,0,6.4127e-05
120,0,5.999e-05
121,0,5.3784e-05
122,0,4.2406e-05
123,0,2.8961e-05
124,0,1.8617e-05
125,0,1.7583e-05
126,0,9.3087e-06
127,0,1.2412e-05
128,0,5.1715e-06
129,0,3.1029e-06
130,0,2.0686e-06
131,0,0
132,0,1.0343e-06
133,0,1.0343e-06
134,0,0
135,0,1.0343e-06
136,0,0
137,0,1.0343e-06
