age, man, woman
8, 0.19, 0.19
9, 0.26, 0.26
10, 0.29, 0.29
11, 0.35, 0.35
12, 0.37, 0.37
13, 0.46, 0.46
14, 0.44, 0.44
15, 0.31, 0.31
16, 0.68, 0.68
17, 0.65, 0.65
18, 0.64, 0.64
19, 0.57, 0.57
20, 0.69, 0.69
21, 0.85, 0.85
22, 0.82, 0.82
23, 0.88, 0.88
24, 0.81, 0.81
25, 0.93, 0.93
26, 1.05, 1.05
27, 1.12, 1.12
28, 1.14, 1.14
29, 1.28, 1.28
30, 1.17, 1.17
31, 1.15, 1.15
32, 1.17, 1.17
33, 1.19, 1.19
34, 1.39, 1.39
35, 1.52, 1.52
36, 1.41, 1.41
37, 1.31, 1.31
38, 1.73, 1.73
39, 1.53, 1.53
40, 1.58, 1.58
41, 1.56, 1.56
42, 1.56, 1.56
43, 1.5, 1.5
44, 1.57, 1.57
45, 1.64, 1.64
46, 1.71, 1.71
47, 1.56, 1.56
48, 1.68, 1.68
49, 1.5, 1.5
50, 1.56, 1.56
51, 1.63, 1.63
52, 1.74, 1.74
53, 1.73, 1.73
54, 1.68, 1.68
55, 1.89, 1.89
56, 1.63, 1.63
57, 1.71, 1.71
58, 1.55, 1.55
59, 1.59, 1.59
60, 1.77, 1.77
61, 1.66, 1.66
62, 1.34, 1.34
63, 1.47, 1.47
64, 1.24, 1.24
65, 1.24, 1.24
66, 1.27, 1.27
67, 1.28, 1.28
68, 1.34, 1.34
69, 1.33, 1.33
70, 1.13, 1.13
71, 1.23, 1.23
72, 0.94, 0.94
73, 0.95, 0.95
74, 0.93, 0.93
75, 1.13, 1.13
76, 0.98, 0.98
77, 1.08, 1.08
78, 0.98, 0.98
79, 0.89, 0.89
80, 1.04, 1.04
81, 0.8, 0.8
82, 0.72, 0.72
83, 0.86, 0.86
84, 0.57, 0.57
85, 0.73, 0.73
86, 0.61, 0.61
87, 0.67, 0.67
88, 0.52, 0.52
89, 0.49, 0.49
90, 0.54, 0.54
91, 0.43, 0.43
92, 0.56, 0.56
93, 0.4, 0.4
94, 0.45, 0.45
95, 0.43, 0.43
96, 0.3, 0.3
97, 0.41, 0.41
98, 0.42, 0.42
99, 0.27, 0.27
100, 0.39, 0.39
