age, man, woman
1, 0, 0
2, 0, 0
3, 0, 0
4, 0, 0
5, 0, 0
6, 0, 0
7, 0.01, 0.01
8, 0.01, 0.01
9, 0, 0
10, 0.03, 0.03
11, 0.01, 0.01
12, 0.01, 0.01
13, 0.04, 0.04
14, 0.05, 0.05
15, 0.03, 0.03
16, 0.02, 0.02
17, 0.06, 0.06
18, 0.03, 0.03
19, 0.15, 0.15
20, 0.08, 0.08
21, 0.13, 0.13
22, 0.14, 0.14
23, 0.21, 0.21
24, 0.29, 0.29
25, 0.18, 0.18
26, 0.27, 0.27
27, 0.26, 0.26
28, 0.37, 0.37
29, 0.44, 0.44
30, 0.42, 0.42
31, 0.46, 0.46
32, 0.61, 0.61
33, 0.69, 0.69
34, 0.8, 0.8
35, 0.67, 0.67
36, 0.87, 0.87
37, 0.95, 0.95
38, 1.09, 1.09
39, 1.05, 1.05
40, 1.14, 1.14
41, 1.56, 1.56
42, 1.27, 1.27
43, 1.53, 1.53
44, 1.6, 1.6
45, 1.4, 1.4
46, 1.58, 1.58
47, 1.66, 1.66
48, 1.71, 1.71
49, 2.2, 2.2
50, 2.15, 2.15
51, 2.08, 2.08
52, 1.81, 1.81
53, 2.19, 2.19
54, 2.28, 2.28
55, 2.38, 2.38
56, 2.48, 2.48
57, 2.45, 2.45
58, 2.59, 2.59
59, 2.69, 2.69
60, 2.29, 2.29
61, 2.76, 2.76
62, 2.44, 2.44
63, 2.24, 2.24
64, 2.37, 2.37
65, 2.27, 2.27
66, 2.29, 2.29
67, 2.47, 2.47
68, 2.28, 2.28
69, 2.51, 2.51
70, 2.26, 2.26
71, 1.9, 1.9
72, 1.99, 1.99
73, 1.86, 1.86
74, 1.93, 1.93
75, 1.58, 1.58
76, 1.51, 1.51
77, 1.57, 1.57
78, 1.43, 1.43
79, 1.28, 1.28
80, 1.24, 1.24
81, 1.1, 1.1
82, 0.81, 0.81
83, 0.89, 0.89
84, 0.78, 0.78
85, 0.7, 0.7
86, 0.7, 0.7
87, 0.47, 0.47
88, 0.41, 0.41
89, 0.3, 0.3
90, 0.38, 0.38
91, 0.35, 0.35
92, 0.3, 0.3
93, 0.13, 0.13
94, 0.17, 0.17
95, 0.15, 0.15
96, 0.18, 0.18
97, 0.06, 0.06
98, 0.13, 0.13
99, 0.09, 0.09
100, 0.05, 0.05
