age, man, woman
1, 0, 0
2, 0, 0
3, 0, 0
4, 0, 0
5, 0, 0
6, 0, 0
7, 0, 0
8, 0, 0
9, 0, 0
10, 0, 0
11, 0.02, 0.02
12, 0, 0
13, 0.03, 0.03
14, 0.02, 0.02
15, 0.02, 0.02
16, 0.04, 0.04
17, 0.05, 0.05
18, 0.1, 0.1
19, 0.06, 0.06
20, 0.07, 0.07
21, 0.14, 0.14
22, 0.14, 0.14
23, 0.11, 0.11
24, 0.13, 0.13
25, 0.14, 0.14
26, 0.22, 0.22
27, 0.26, 0.26
28, 0.38, 0.38
29, 0.34, 0.34
30, 0.46, 0.46
31, 0.42, 0.42
32, 0.52, 0.52
33, 0.44, 0.44
34, 0.6, 0.6
35, 0.59, 0.59
36, 0.85, 0.85
37, 0.72, 0.72
38, 0.89, 0.89
39, 0.89, 0.89
40, 1.02, 1.02
41, 1.14, 1.14
42, 1.15, 1.15
43, 1.37, 1.37
44, 1.55, 1.55
45, 1.51, 1.51
46, 1.59, 1.59
47, 1.69, 1.69
48, 1.8, 1.8
49, 2.22, 2.22
50, 1.67, 1.67
51, 2.29, 2.29
52, 2.18, 2.18
53, 2.28, 2.28
54, 2.13, 2.13
55, 2.39, 2.39
56, 2.54, 2.54
57, 2.48, 2.48
58, 2.82, 2.82
59, 2.56, 2.56
60, 2.64, 2.64
61, 2.97, 2.97
62, 2.57, 2.57
63, 2.88, 2.88
64, 3.05, 3.05
65, 2.76, 2.76
66, 2.61, 2.61
67, 2.5, 2.5
68, 2.5, 2.5
69, 2.38, 2.38
70, 2.23, 2.23
71, 2.01, 2.01
72, 2.2, 2.2
73, 1.9, 1.9
74, 1.82, 1.82
75, 1.96, 1.96
76, 1.6, 1.6
77, 1.51, 1.51
78, 1.31, 1.31
79, 1.15, 1.15
80, 1.35, 1.35
81, 1.11, 1.11
82, 1.02, 1.02
83, 0.79, 0.79
84, 0.7, 0.7
85, 0.56, 0.56
86, 0.55, 0.55
87, 0.35, 0.35
88, 0.39, 0.39
89, 0.36, 0.36
90, 0.27, 0.27
91, 0.21, 0.21
92, 0.18, 0.18
93, 0.12, 0.12
94, 0.12, 0.12
95, 0.1, 0.1
96, 0.04, 0.04
97, 0.03, 0.03
98, 0.05, 0.05
99, 0.04, 0.04
100, 0.02, 0.02
