age, man, woman
1, 0, 0
2, 0, 0
3, 0, 0
4, 0, 0
5, 0, 0
6, 0, 0
7, 0, 0
8, 0, 0
9, 0, 0
10, 0.01, 0.01
11, 0, 0
12, 0.03, 0.03
13, 0, 0
14, 0, 0
15, 0, 0
16, 0.01, 0.01
17, 0.03, 0.03
18, 0.05, 0.05
19, 0.03, 0.03
20, 0.03, 0.03
21, 0.06, 0.06
22, 0.05, 0.05
23, 0.1, 0.1
24, 0.05, 0.05
25, 0.1, 0.1
26, 0.13, 0.13
27, 0.11, 0.11
28, 0.11, 0.11
29, 0.16, 0.16
30, 0.25, 0.25
31, 0.24, 0.24
32, 0.23, 0.23
33, 0.23, 0.23
34, 0.25, 0.25
35, 0.37, 0.37
36, 0.49, 0.49
37, 0.36, 0.36
38, 0.78, 0.78
39, 0.7, 0.7
40, 0.52, 0.52
41, 0.88, 0.88
42, 0.8, 0.8
43, 1.09, 1.09
44, 1.22, 1.22
45, 1.18, 1.18
46, 1.41, 1.41
47, 1.67, 1.67
48, 1.73, 1.73
49, 2.06, 2.06
50, 1.86, 1.86
51, 1.99, 1.99
52, 2.43, 2.43
53, 2.55, 2.55
54, 2.33, 2.33
55, 2.54, 2.54
56, 2.9, 2.9
57, 3.12, 3.12
58, 2.61, 2.61
59, 3.05, 3.05
60, 3.21, 3.21
61, 3.15, 3.15
62, 3.43, 3.43
63, 3.37, 3.37
64, 3.57, 3.57
65, 3.44, 3.44
66, 3.41, 3.41
67, 3.08, 3.08
68, 3.14, 3.14
69, 2.71, 2.71
70, 3.02, 3.02
71, 2.73, 2.73
72, 2.57, 2.57
73, 2.55, 2.55
74, 2.05, 2.05
75, 1.88, 1.88
76, 1.61, 1.61
77, 1.55, 1.55
78, 1.22, 1.22
79, 0.97, 0.97
80, 0.98, 0.98
81, 0.74, 0.74
82, 0.71, 0.71
83, 0.58, 0.58
84, 0.32, 0.32
85, 0.27, 0.27
86, 0.25, 0.25
87, 0.2, 0.2
88, 0.14, 0.14
89, 0.06, 0.06
90, 0.03, 0.03
91, 0.08, 0.08
92, 0.04, 0.04
93, 0.02, 0.02
94, 0, 0
95, 0.01, 0.01
96, 0.01, 0.01
97, 0, 0
98, 0, 0
99, 0, 0
100, 0, 0
