age, man, woman
8, 1.34, 1.34
9, 1.14, 1.14
10, 1.14, 1.14
11, 1.03, 1.03
12, 0.88, 0.88
13, 0.63, 0.63
14, 0.63, 0.63
15, 0.78, 0.78
16, 0.76, 0.76
17, 0.72, 0.72
18, 0.82, 0.82
19, 0.6, 0.6
20, 0.48, 0.48
21, 0.57, 0.57
22, 0.5, 0.5
23, 0.51, 0.51
24, 0.53, 0.53
25, 0.43, 0.43
26, 0.52, 0.52
27, 0.34, 0.34
28, 0.3, 0.3
29, 0.28, 0.28
30, 0.29, 0.29
31, 0.39, 0.39
32, 0.38, 0.38
33, 0.34, 0.34
34, 0.33, 0.33
35, 0.39, 0.39
36, 0.24, 0.24
37, 0.32, 0.32
38, 0.23, 0.23
39, 0.26, 0.26
40, 0.26, 0.26
41, 0.29, 0.29
42, 0.25, 0.25
43, 0.15, 0.15
44, 0.35, 0.35
45, 0.24, 0.24
46, 0.25, 0.25
47, 0.25, 0.25
48, 0.21, 0.21
49, 0.25, 0.25
50, 0.3, 0.3
51, 0.15, 0.15
52, 0.24, 0.24
53, 0.17, 0.17
54, 0.25, 0.25
55, 0.18, 0.18
56, 0.15, 0.15
57, 0.28, 0.28
58, 0.2, 0.2
59, 0.14, 0.14
60, 0.26, 0.26
61, 0.13, 0.13
62, 0.15, 0.15
63, 0.19, 0.19
64, 0.23, 0.23
65, 0.12, 0.12
66, 0.15, 0.15
67, 0.08, 0.08
68, 0.19, 0.19
69, 0.15, 0.15
70, 0.16, 0.16
71, 0.21, 0.21
72, 0.15, 0.15
73, 0.08, 0.08
74, 0.16, 0.16
75, 0.06, 0.06
76, 0.12, 0.12
77, 0.16, 0.16
78, 0.19, 0.19
79, 0.17, 0.17
80, 0.15, 0.15
81, 0.15, 0.15
82, 0.16, 0.16
83, 0.17, 0.17
84, 0.09, 0.09
85, 0.1, 0.1
86, 0.11, 0.11
87, 0.18, 0.18
88, 0.13, 0.13
89, 0.19, 0.19
90, 0.15, 0.15
91, 0.22, 0.22
92, 0.13, 0.13
93, 0.17, 0.17
94, 0.11, 0.11
95, 0.14, 0.14
96, 0.08, 0.08
97, 0.1, 0.1
98, 0.14, 0.14
99, 0.12, 0.12
100, 0.09, 0.09
