age, man, woman
1, 0, 0
2, 0, 0
3, 0, 0
4, 0, 0
5, 0.01, 0.01
6, 0.01, 0.01
7, 0.01, 0.01
8, 0.02, 0.02
9, 0.02, 0.02
10, 0.04, 0.04
11, 0.03, 0.03
12, 0.01, 0.01
13, 0.07, 0.07
14, 0.03, 0.03
15, 0.03, 0.03
16, 0.05, 0.05
17, 0.09, 0.09
18, 0.15, 0.15
19, 0.18, 0.18
20, 0.14, 0.14
21, 0.22, 0.22
22, 0.25, 0.25
23, 0.19, 0.19
24, 0.37, 0.37
25, 0.29, 0.29
26, 0.3, 0.3
27, 0.5, 0.5
28, 0.38, 0.38
29, 0.55, 0.55
30, 0.76, 0.76
31, 0.55, 0.55
32, 0.7, 0.7
33, 0.57, 0.57
34, 0.85, 0.85
35, 0.77, 0.77
36, 0.98, 0.98
37, 1.02, 1.02
38, 0.99, 0.99
39, 1.15, 1.15
40, 1.39, 1.39
41, 1.41, 1.41
42, 1.19, 1.19
43, 1.45, 1.45
44, 1.55, 1.55
45, 1.63, 1.63
46, 1.38, 1.38
47, 1.86, 1.86
48, 1.68, 1.68
49, 2.1, 2.1
50, 2.09, 2.09
51, 1.92, 1.92
52, 1.85, 1.85
53, 2.08, 2.08
54, 2.06, 2.06
55, 2.07, 2.07
56, 2.09, 2.09
57, 2.18, 2.18
58, 2.37, 2.37
59, 2.26, 2.26
60, 2.55, 2.55
61, 2.34, 2.34
62, 2.54, 2.54
63, 2.29, 2.29
64, 2.28, 2.28
65, 2.37, 2.37
66, 2.25, 2.25
67, 2.03, 2.03
68, 2.08, 2.08
69, 1.96, 1.96
70, 2.08, 2.08
71, 1.94, 1.94
72, 1.75, 1.75
73, 1.72, 1.72
74, 1.81, 1.81
75, 1.46, 1.46
76, 1.6, 1.6
77, 1.45, 1.45
78, 1.47, 1.47
79, 1.26, 1.26
80, 1.24, 1.24
81, 1.25, 1.25
82, 0.98, 0.98
83, 0.83, 0.83
84, 0.9, 0.9
85, 0.71, 0.71
86, 0.74, 0.74
87, 0.68, 0.68
88, 0.58, 0.58
89, 0.58, 0.58
90, 0.36, 0.36
91, 0.34, 0.34
92, 0.35, 0.35
93, 0.31, 0.31
94, 0.34, 0.34
95, 0.38, 0.38
96, 0.26, 0.26
97, 0.12, 0.12
98, 0.1, 0.1
99, 0.15, 0.15
100, 0.15, 0.15
