age, man, woman
8, 0.03, 0.03
9, 0.04, 0.04
10, 0.04, 0.04
11, 0.03, 0.03
12, 0.04, 0.04
13, 0.09, 0.09
14, 0.06, 0.06
15, 0.12, 0.12
16, 0.21, 0.21
17, 0.1, 0.1
18, 0.2, 0.2
19, 0.22, 0.22
20, 0.32, 0.32
21, 0.21, 0.21
22, 0.26, 0.26
23, 0.37, 0.37
24, 0.36, 0.36
25, 0.49, 0.49
26, 0.42, 0.42
27, 0.5, 0.5
28, 0.67, 0.67
29, 0.81, 0.81
30, 0.81, 0.81
31, 0.82, 0.82
32, 0.99, 0.99
33, 0.99, 0.99
34, 1.06, 1.06
35, 1.02, 1.02
36, 1.2, 1.2
37, 1.38, 1.38
38, 1.41, 1.41
39, 1.59, 1.59
40, 1.48, 1.48
41, 1.68, 1.68
42, 1.65, 1.65
43, 1.78, 1.78
44, 1.93, 1.93
45, 2.17, 2.17
46, 2.01, 2.01
47, 1.99, 1.99
48, 2.18, 2.18
49, 2.36, 2.36
50, 2.26, 2.26
51, 2.39, 2.39
52, 2.38, 2.38
53, 2.53, 2.53
54, 2.64, 2.64
55, 2.5, 2.5
56, 2.65, 2.65
57, 2.51, 2.51
58, 2.41, 2.41
59, 2.42, 2.42
60, 2.44, 2.44
61, 2.34, 2.34
62, 2.32, 2.32
63, 2.21, 2.21
64, 2.04, 2.04
65, 2.12, 2.12
66, 2.14, 2.14
67, 2.09, 2.09
68, 1.96, 1.96
69, 1.76, 1.76
70, 1.6, 1.6
71, 1.62, 1.62
72, 1.47, 1.47
73, 1.48, 1.48
74, 1.34, 1.34
75, 1.15, 1.15
76, 1.16, 1.16
77, 0.89, 0.89
78, 0.84, 0.84
79, 0.91, 0.91
80, 0.74, 0.74
81, 0.62, 0.62
82, 0.59, 0.59
83, 0.52, 0.52
84, 0.48, 0.48
85, 0.37, 0.37
86, 0.27, 0.27
87, 0.25, 0.25
88, 0.22, 0.22
89, 0.23, 0.23
90, 0.11, 0.11
91, 0.23, 0.23
92, 0.12, 0.12
93, 0.1, 0.1
94, 0.12, 0.12
95, 0.11, 0.11
96, 0.05, 0.05
97, 0.03, 0.03
98, 0.05, 0.05
99, 0.02, 0.02
100, 0.02, 0.02
