age, man, woman
8, 0.02, 0.02
9, 0.05, 0.05
10, 0.02, 0.02
11, 0.03, 0.03
12, 0.05, 0.05
13, 0.08, 0.08
14, 0.07, 0.07
15, 0.1, 0.1
16, 0.15, 0.15
17, 0.11, 0.11
18, 0.2, 0.2
19, 0.12, 0.12
20, 0.27, 0.27
21, 0.27, 0.27
22, 0.48, 0.48
23, 0.31, 0.31
24, 0.42, 0.42
25, 0.42, 0.42
26, 0.6, 0.6
27, 0.55, 0.55
28, 0.74, 0.74
29, 0.69, 0.69
30, 0.76, 0.76
31, 0.8, 0.8
32, 0.84, 0.84
33, 0.98, 0.98
34, 1.12, 1.12
35, 1.17, 1.17
36, 1.26, 1.26
37, 1.31, 1.31
38, 1.16, 1.16
39, 1.26, 1.26
40, 1.8, 1.8
41, 1.82, 1.82
42, 2, 2
43, 1.99, 1.99
44, 1.97, 1.97
45, 2.02, 2.02
46, 2.17, 2.17
47, 2.14, 2.14
48, 2.27, 2.27
49, 2.58, 2.58
50, 2.22, 2.22
51, 2.43, 2.43
52, 2.28, 2.28
53, 2.41, 2.41
54, 2.33, 2.33
55, 2.46, 2.46
56, 2.38, 2.38
57, 2.58, 2.58
58, 2.36, 2.36
59, 2.55, 2.55
60, 2.24, 2.24
61, 2.42, 2.42
62, 2.51, 2.51
63, 2.06, 2.06
64, 2.22, 2.22
65, 1.88, 1.88
66, 2.11, 2.11
67, 1.93, 1.93
68, 1.78, 1.78
69, 1.56, 1.56
70, 1.74, 1.74
71, 1.73, 1.73
72, 1.56, 1.56
73, 1.4, 1.4
74, 1.33, 1.33
75, 1.18, 1.18
76, 1.1, 1.1
77, 1.19, 1.19
78, 0.94, 0.94
79, 0.79, 0.79
80, 0.83, 0.83
81, 0.66, 0.66
82, 0.52, 0.52
83, 0.53, 0.53
84, 0.39, 0.39
85, 0.32, 0.32
86, 0.3, 0.3
87, 0.24, 0.24
88, 0.22, 0.22
89, 0.22, 0.22
90, 0.24, 0.24
91, 0.12, 0.12
92, 0.11, 0.11
93, 0.08, 0.08
94, 0.06, 0.06
95, 0.04, 0.04
96, 0.06, 0.06
97, 0.06, 0.06
98, 0.03, 0.03
99, 0.02, 0.02
100, 0.02, 0.02
