age, man, woman
8, 0.93, 0.93
9, 1.04, 1.04
10, 1.14, 1.14
11, 1.14, 1.14
12, 1.06, 1.06
13, 1.17, 1.17
14, 1.03, 1.03
15, 1.11, 1.11
16, 1.08, 1.08
17, 1.18, 1.18
18, 1, 1
19, 1.19, 1.19
20, 1.37, 1.37
21, 1.23, 1.23
22, 1.16, 1.16
23, 1.06, 1.06
24, 1.11, 1.11
25, 1.23, 1.23
26, 1.37, 1.37
27, 1.22, 1.22
28, 1.17, 1.17
29, 1.21, 1.21
30, 1.36, 1.36
31, 1.31, 1.31
32, 1.15, 1.15
33, 1.28, 1.28
34, 1.05, 1.05
35, 1.24, 1.24
36, 1.13, 1.13
37, 1.27, 1.27
38, 1.16, 1.16
39, 0.97, 0.97
40, 1.45, 1.45
41, 1.1, 1.1
42, 1.03, 1.03
43, 0.91, 0.91
44, 1, 1
45, 0.98, 0.98
46, 0.9, 0.9
47, 0.92, 0.92
48, 1.02, 1.02
49, 0.99, 0.99
50, 1.03, 1.03
51, 0.96, 0.96
52, 1.01, 1.01
53, 0.93, 0.93
54, 1.06, 1.06
55, 0.93, 0.93
56, 1.06, 1.06
57, 0.8, 0.8
58, 0.98, 0.98
59, 0.93, 0.93
60, 0.82, 0.82
61, 0.8, 0.8
62, 0.7, 0.7
63, 0.86, 0.86
64, 0.84, 0.84
65, 0.68, 0.68
66, 0.86, 0.86
67, 0.66, 0.66
68, 0.58, 0.58
69, 0.71, 0.71
70, 0.86, 0.86
71, 0.7, 0.7
72, 0.55, 0.55
73, 0.69, 0.69
74, 0.7, 0.7
75, 0.68, 0.68
76, 0.55, 0.55
77, 0.5, 0.5
78, 0.66, 0.66
79, 0.64, 0.64
80, 0.62, 0.62
81, 0.54, 0.54
82, 0.52, 0.52
83, 0.62, 0.62
84, 0.49, 0.49
85, 0.47, 0.47
86, 0.35, 0.35
87, 0.57, 0.57
88, 0.47, 0.47
89, 0.4, 0.4
90, 0.49, 0.49
91, 0.34, 0.34
92, 0.5, 0.5
93, 0.3, 0.3
94, 0.49, 0.49
95, 0.49, 0.49
96, 0.49, 0.49
97, 0.47, 0.47
98, 0.44, 0.44
99, 0.39, 0.39
100, 0.33, 0.33
